"Creative Commons Licence by attribution (https://creativecommons.org/licenses/by/4.0/). Climate Change Initiative - European Space Agency, These data were produced by the University of Reading as part of the ESA CCI project. (https://surftemp.net)"
"Time series of 5-day sea surface_temperature averaged across ocean surface within latitudes 38.00 and 40.00 and longitudes 2.00 and 4.00, in kelvin and degree Celsius. "
year,month,day,mean temperature kelvin,mean temperature deg C,mean temperature uncertainty,fraction of sea-ice-covered ocean
1991,6,18,293.64770,20.49770310786738,0.42020,0.00000
1991,6,23,294.57160,21.42160285947591,0.35835,0.00000
1991,6,28,295.37233,22.22233224586472,0.39457,0.00000
1991,7,3,295.10247,21.952471731739422,0.40086,0.00000
1991,7,8,296.43325,23.283245396639188,0.38235,0.00000
1991,7,13,297.60487,24.454865523127125,0.37733,0.00000
1991,7,18,298.61890,25.468901358223945,0.36683,0.00000
1991,7,23,298.84126,25.691260833203273,0.39725,0.00000
1991,7,28,298.91448,25.76447866837492,0.37759,0.00000
1991,8,3,299.15954,26.009535680095325,0.37372,0.00000
1991,8,8,299.29959,26.149593861065625,0.42034,0.00000
1991,8,13,298.92519,25.775189188527293,0.41959,0.00000
1991,8,18,299.13300,25.98300282098205,0.37369,0.00000
1991,8,23,299.58945,26.439447211843742,0.36373,0.00000
1991,8,28,300.07830,26.928296427265536,0.41290,0.00000
1991,9,3,300.25769,27.107689378297266,0.34184,0.00000
1991,9,8,300.15922,27.009219227659514,0.31984,0.00000
1991,9,13,300.04986,26.89986280826264,0.34333,0.00000
1991,9,18,299.98478,26.834776668042423,0.30252,0.00000
1991,9,23,299.54500,26.394996056418904,0.33070,0.00000
1991,9,28,298.88775,25.73774823093072,0.32395,0.00000
1991,10,3,297.21882,24.068817346433775,0.33200,0.00000
1991,10,8,296.78449,23.6344934872547,0.34357,0.00000
1991,10,13,295.98623,22.836227041831535,0.34801,0.00000
1991,10,18,295.10216,21.95215736454412,0.39244,0.00000
1991,10,23,294.17535,21.025350693153996,0.42831,0.00000
1991,10,28,293.76071,20.610706743531807,0.33255,0.00000
1991,11,3,293.17509,20.025085624946087,0.30106,0.00000
1991,11,8,292.44090,19.290904860285195,0.30264,0.00000
1991,11,13,291.62456,18.47456481019225,0.31844,0.00000
1991,11,18,291.17842,18.028417510421775,0.33801,0.00000
1991,11,23,290.64418,17.49417557677242,0.37241,0.00000
1991,11,28,290.26408,17.114081578419984,0.36855,0.00000
1991,12,3,290.01388,16.86388095153933,0.24486,0.00000
1991,12,8,289.50816,16.35815526882999,0.33662,0.00000
1991,12,13,289.23373,16.083728054026324,0.27747,0.00000
1991,12,18,289.10797,15.95796715560823,0.22290,0.00000
1991,12,23,288.76002,15.610022297232149,0.20619,0.00000
1991,12,28,288.43665,15.286652183261367,0.20262,0.00000
1992,1,3,288.25228,15.102281525051126,0.21536,0.00000
1992,1,8,288.11414,14.964139302127819,0.28071,0.00000
1992,1,13,288.07879,14.928791585175247,0.26341,0.00000
1992,1,18,287.91115,14.76114507013881,0.32812,0.00000
1992,1,23,287.69505,14.545046105072288,0.45534,0.00000
1992,1,28,287.53532,14.385318457924825,0.30398,0.00000
1992,2,3,287.52067,14.370665152083859,0.19220,0.00000
1992,2,8,287.48570,14.335704073148975,0.21671,0.00000
1992,2,13,287.65274,14.502742389204286,0.22715,0.00000
1992,2,18,287.63513,14.485134600973197,0.38214,0.00000
1992,2,23,287.27845,14.128454330243642,0.23498,0.00000
1992,2,27,287.40964,14.259641877096499,0.24844,0.00000
1992,3,3,287.30838,14.158376696491075,0.70443,0.00000
1992,3,8,287.39966,14.249655772539825,0.37040,0.00000
1992,3,13,287.79334,14.643339796886494,0.30028,0.00000
1992,3,18,288.26193,15.111925104426007,0.28675,0.00000
1992,3,23,288.39404,15.244042068124372,0.32774,0.00000
1992,3,28,287.73354,14.5835401438718,0.32840,0.00000
1992,4,3,287.60612,14.456116394544324,0.35997,0.00000
1992,4,8,287.34927,14.199273901106437,0.35533,0.00000
1992,4,13,288.23825,15.088250077182408,0.29914,0.00000
1992,4,18,287.94285,14.792854429546765,0.28994,0.00000
1992,4,23,289.00206,15.852057646471565,0.27792,0.00000
1992,4,28,289.82330,16.673304801028337,0.39411,0.00000
1992,5,3,289.12014,15.97014048923586,0.51067,0.00000
1992,5,8,289.92807,16.778066917993044,0.29846,0.00000
1992,5,13,290.95917,17.809165865321575,0.27622,0.00000
1992,5,18,292.35350,19.20350116472605,0.30778,0.00000
1992,5,23,292.74329,19.59328666972999,0.37780,0.00000
1992,5,28,293.44336,20.29336411210778,0.43708,0.00000
1992,6,3,293.73819,20.588189159516332,0.51520,0.00000
1992,6,8,293.51766,20.36766360813988,0.41524,0.00000
1992,6,13,292.91084,19.760837306100257,0.46087,0.00000
1992,6,18,293.27650,20.126502297143475,0.45944,0.00000
1992,6,23,293.30484,20.154836068279337,0.43190,0.00000
1992,6,28,294.74729,21.597288372632534,0.40778,0.00000
1992,7,3,295.27170,22.12170133767006,0.36744,0.00000
1992,7,8,295.68186,22.531862889099898,0.36650,0.00000
1992,7,13,296.52771,23.377708210385265,0.35529,0.00000
1992,7,18,297.64560,24.495601012277803,0.35451,0.00000
1992,7,23,298.56294,25.41293757991889,0.36301,0.00000
1992,7,28,299.53388,26.383880299879138,0.35385,0.00000
1992,8,3,300.03074,26.88073569369874,0.36747,0.00000
1992,8,8,300.17950,27.02950246405993,0.37391,0.00000
1992,8,13,299.86802,26.718015258495996,0.36841,0.00000
1992,8,18,299.87678,26.726778619170716,0.35696,0.00000
1992,8,23,300.10248,26.9524764488973,0.36696,0.00000
1992,8,28,299.88813,26.738126429880026,0.37557,0.00000
1992,9,3,298.48275,25.332753850059134,0.31305,0.00000
1992,9,8,298.00650,24.85649599621223,0.32190,0.00000
1992,9,13,298.12293,24.972929267282154,0.30559,0.00000
1992,9,18,298.18440,25.034398399264944,0.32190,0.00000
1992,9,23,297.95834,24.80833568428443,0.31355,0.00000
1992,9,28,297.40179,24.251790836862938,0.32387,0.00000
1992,10,3,297.00149,23.851491872503743,0.37202,0.00000
1992,10,8,295.79321,22.64321153950982,0.36417,0.00000
1992,10,13,294.96733,21.817333278003446,0.33759,0.00000
1992,10,18,294.19017,21.040168154107675,0.33563,0.00000
1992,10,23,293.42970,20.2796985955398,0.32228,0.00000
1992,10,28,292.97472,19.824717189967032,0.33222,0.00000
1992,11,3,292.20558,19.055578455710645,0.32086,0.00000
1992,11,8,291.88783,18.737826822122997,0.30547,0.00000
1992,11,13,291.91460,18.764597475949813,0.32312,0.00000
1992,11,18,291.37852,18.22851957280392,0.29360,0.00000
1992,11,23,291.13724,17.987235662381636,0.30061,0.00000
1992,11,28,290.89220,17.742202018705086,0.31547,0.00000
1992,12,3,290.65954,17.509542033851005,0.21644,0.00000
1992,12,8,289.97221,16.822213160401247,0.28035,0.00000
1992,12,13,289.38184,16.23184479982143,0.22202,0.00000
1992,12,18,289.19992,16.04991945524023,0.23555,0.00000
1992,12,23,289.05549,15.905490057873408,0.29982,0.00000
1992,12,28,288.79562,15.645616495817421,0.29810,0.00000
1993,1,3,288.54770,15.397697528230367,0.22744,0.00000
1993,1,8,288.34213,15.192126530893063,0.20374,0.00000
1993,1,13,288.25957,15.10957422021147,0.19985,0.00000
1993,1,18,288.29458,15.144582241514229,0.21918,0.00000
1993,1,23,288.17201,15.02200740626131,0.20025,0.00000
1993,1,28,287.98665,14.836651146886197,0.30380,0.00000
1993,2,3,287.68387,14.533866555456939,0.32209,0.00000
1993,2,8,287.78593,14.635926233132295,0.23468,0.00000
1993,2,13,287.85557,14.705569738550366,0.22811,0.00000
1993,2,18,287.97443,14.824434992090687,0.21154,0.00000
1993,2,23,287.64516,14.49515557023102,0.28220,0.00000
1993,2,27,287.42635,14.276350909946814,0.34839,0.00000
1993,3,3,287.25938,14.109378070135904,0.33835,0.00000
1993,3,8,287.44865,14.29864987645368,0.29587,0.00000
1993,3,13,287.48426,14.334256933028485,0.33713,0.00000
1993,3,18,288.13917,14.989170411705857,0.30222,0.00000
1993,3,23,288.34640,15.19640462102683,0.33476,0.00000
1993,3,28,287.80091,14.650909918120703,0.28586,0.00000
1993,4,3,287.98062,14.83062427521861,0.29609,0.00000
1993,4,8,288.66231,15.512305390686151,0.29071,0.00000
1993,4,13,288.71054,15.560541340842803,0.40653,0.00000
1993,4,18,288.83892,15.688919374104444,0.28544,0.00000
1993,4,23,289.26624,16.116242141694784,0.31493,0.00000
1993,4,28,288.81796,15.66796333786283,0.30914,0.00000
1993,5,3,289.69014,16.54014339814438,0.29020,0.00000
1993,5,8,290.20887,17.058867329424004,0.29272,0.00000
1993,5,13,291.13828,17.988278480318968,0.36505,0.00000
1993,5,18,291.59268,18.442683725146765,0.34247,0.00000
1993,5,23,291.93066,18.78066475276904,0.31536,0.00000
1993,5,28,293.12866,19.978662789548935,0.31059,0.00000
1993,6,3,294.19491,21.04490626913241,0.44839,0.00000
1993,6,8,294.22583,21.075829671445206,0.52354,0.00000
1993,6,13,295.13572,21.98572379178296,0.36527,0.00000
1993,6,18,296.08596,22.93595798927032,0.34504,0.00000
1993,6,23,296.25121,23.101208539879735,0.38436,0.00000
1993,6,28,296.43974,23.289740214413598,0.37450,0.00000
1993,7,3,296.71380,23.563803718901454,0.61005,0.00000
1993,7,8,296.72120,23.571201732159636,0.38930,0.00000
1993,7,13,297.00955,23.859554930871184,0.39665,0.00000
1993,7,18,297.26575,24.115754443739547,0.38094,0.00000
1993,7,23,297.50823,24.35823455776756,0.37597,0.00000
1993,7,28,297.87356,24.723561473170093,0.35424,0.00000
1993,8,3,298.08981,24.939808148635848,0.38515,0.00000
1993,8,8,298.99987,25.84987259114081,0.35063,0.00000
1993,8,13,298.92731,25.777308352969442,0.36287,0.00000
1993,8,18,299.05799,25.90798791693834,0.36012,0.00000
1993,8,23,299.36141,26.21140636670333,0.49455,0.00000
1993,8,28,298.78585,25.635854987042137,0.37459,0.00000
1993,9,3,298.09239,24.942389409525845,0.30641,0.00000
1993,9,8,298.14022,24.990220332135323,0.31557,0.00000
1993,9,13,297.92564,24.77563578868768,0.30365,0.00000
1993,9,18,297.41700,24.267004139937512,0.30695,0.00000
1993,9,23,297.07712,23.927117318281887,0.33675,0.00000
1993,9,28,296.47553,23.32552572034507,0.31105,0.00000
1993,10,3,295.56242,22.41241524047672,0.32161,0.00000
1993,10,8,294.82733,21.677327241435194,0.33535,0.00000
1993,10,13,294.14890,20.998896312493855,0.36328,0.00000
1993,10,18,293.96713,20.817129302785986,0.66059,0.00000
1993,10,23,293.57579,20.42579392538039,0.34041,0.00000
1993,10,28,292.96483,19.81483077681702,0.37577,0.00000
1993,11,3,292.82192,19.671922920366967,0.41240,0.00000
1993,11,8,292.26814,19.118136317476228,0.31148,0.00000
1993,11,13,291.86900,18.71900434224318,0.29780,0.00000
1993,11,18,291.41649,18.26648793587009,0.36078,0.00000
1993,11,23,290.79838,17.64837964808703,0.45573,0.00000
1993,11,28,290.54324,17.393235002322342,0.30560,0.00000
1993,12,3,290.28389,17.1338875128547,0.20592,0.00000
1993,12,8,289.94512,16.795117577032727,0.21311,0.00000
1993,12,13,289.74274,16.59273978501477,0.23013,0.00000
1993,12,18,289.40858,16.258584870943935,0.21142,0.00000
1993,12,23,289.22927,16.079272813835132,0.22016,0.00000
1993,12,28,288.79647,15.646472028567985,0.23829,0.00000
1994,1,3,288.61841,15.468409309339904,0.24813,0.00000
1994,1,8,288.24345,15.0934479627781,0.24695,0.00000
1994,1,13,287.92128,14.771282672006862,0.20657,0.00000
1994,1,18,287.78817,14.638171940637164,0.37422,0.00000
1994,1,23,287.45082,14.300818827776652,0.21666,0.00000
1994,1,28,287.47818,14.328177940609805,0.20324,0.00000
1994,2,3,287.10871,13.958708710489134,0.26696,0.00000
1994,2,8,287.19770,14.047699446197953,0.22638,0.00000
1994,2,13,287.04318,13.893177300991624,0.26495,0.00000
1994,2,18,287.13276,13.982760676725775,0.23887,0.00000
1994,2,23,287.19139,14.041391842141593,0.22341,0.00000
1994,2,27,287.43458,14.284578571491807,0.20618,0.00000
1994,3,3,287.71060,14.560602058385143,0.29358,0.00000
1994,3,8,287.99603,14.84602619825938,0.28252,0.00000
1994,3,13,288.23156,15.081557749313106,0.29835,0.00000
1994,3,18,288.41749,15.26748545682642,0.29025,0.00000
1994,3,23,288.55559,15.405589413214727,0.29040,0.00000
1994,3,28,288.91798,15.767984823177358,0.31535,0.00000
1994,4,3,288.85642,15.706419951146813,0.31903,0.00000
1994,4,8,288.67957,15.529573572031666,0.30638,0.00000
1994,4,13,288.69792,15.547919442398438,0.44258,0.00000
1994,4,18,288.55138,15.401380685749928,0.30618,0.00000
1994,4,23,289.06353,15.913530193650956,0.31936,0.00000
1994,4,28,290.00335,16.853351575809143,0.29497,0.00000
1994,5,3,291.01203,17.862034911897013,0.32645,0.00000
1994,5,8,291.45036,18.300364731192758,0.31891,0.00000
1994,5,13,291.37211,18.22210738944034,0.30843,0.00000
1994,5,18,291.72932,18.57931693457573,0.33783,0.00000
1994,5,23,292.38960,19.239599200681027,0.30872,0.00000
1994,5,28,293.42416,20.274155622285946,0.42228,0.00000
1994,6,3,294.19731,21.047314115967367,0.43832,0.00000
1994,6,8,294.30052,21.150515358062705,0.40848,0.00000
1994,6,13,294.44719,21.297185430193508,0.40011,0.00000
1994,6,18,294.93353,21.783528033135497,0.37545,0.00000
1994,6,23,295.36600,22.2160010605798,0.35987,0.00000
1994,6,28,296.45988,23.309876106196384,0.36969,0.00000
1994,7,3,297.19308,24.04308398996676,0.44690,0.00000
1994,7,8,297.91669,24.76668760743479,0.36432,0.00000
1994,7,13,298.53402,25.384018641625346,0.35923,0.00000
1994,7,18,299.00103,25.85102782347724,0.37784,0.00000
1994,7,23,299.44782,26.297818538164506,0.35998,0.00000
1994,7,28,299.99398,26.843979601475326,0.35304,0.00000
1994,8,3,300.37852,27.22852311817752,0.36411,0.00000
1994,8,8,300.66040,27.51039986290175,0.36137,0.00000
1994,8,13,300.00486,26.85486167748985,0.41884,0.00000
1994,8,18,299.90328,26.75328487453777,0.38381,0.00000
1994,8,23,300.33057,27.18057332145895,0.39401,0.00000
1994,8,28,300.56376,27.41375564178236,0.39195,0.00000
1994,9,3,300.35987,27.209869274025152,0.31189,0.00000
1994,9,8,299.73982,26.589815906494323,0.30739,0.00000
1994,9,13,299.24373,26.09372954066305,0.32452,0.00000
1994,9,18,297.97796,24.827955315645738,0.38961,0.00000
1994,9,23,296.70056,23.550560949188025,0.38002,0.00000
1994,9,28,296.72976,23.579758880743952,0.33560,0.00000
1994,10,3,296.60382,23.453822590365007,0.33524,0.00000
1994,10,8,295.86288,22.71287615664363,0.34776,0.00000
1994,10,13,295.95422,22.80422093498106,0.33849,0.00000
1994,10,18,295.52379,22.373789669739097,0.49611,0.00000
1994,10,23,295.03892,21.888920010362597,0.32740,0.00000
1994,10,28,294.55447,21.404473654546734,0.38178,0.00000
1994,11,3,294.27035,21.120351021602403,0.38790,0.00000
1994,11,8,293.48759,20.337588112964966,0.33540,0.00000
1994,11,13,292.99522,19.845220042038704,0.29677,0.00000
1994,11,18,292.72109,19.57109306143269,0.31559,0.00000
1994,11,23,292.52691,19.376912706053417,0.31123,0.00000
1994,11,28,292.18117,19.031173686488614,0.31508,0.00000
1994,12,3,291.81795,18.667948428787952,0.21139,0.00000
1994,12,8,291.50041,18.35040958823879,0.26703,0.00000
1994,12,13,291.40515,18.25514844206299,0.21399,0.00000
1994,12,18,291.00000,17.849998859875825,0.29771,0.00000
1994,12,23,290.15590,17.00590134539658,0.32927,0.00000
1994,12,28,289.75273,16.602726787591052,0.27040,0.00000
1995,1,3,289.32293,16.17292551995712,0.28276,0.00000
1995,1,8,288.83319,15.68319029824579,0.28786,0.00000
1995,1,13,288.37422,15.224221970836425,0.21991,0.00000
1995,1,18,288.06712,14.917117155317783,0.23423,0.00000
1995,1,23,287.98352,14.83352026323962,0.19950,0.00000
1995,1,28,287.93883,14.788825096613778,0.21142,0.00000
1995,2,3,287.96352,14.813524390368912,0.20910,0.00000
1995,2,8,288.00046,14.850458756563512,0.22082,0.00000
1995,2,13,288.15245,15.002453576430355,0.23205,0.00000
1995,2,18,288.23873,15.08873062880798,0.21923,0.00000
1995,2,23,288.11446,14.964457054312334,0.24835,0.00000
1995,2,27,288.16816,15.01816160828588,0.30113,0.00000
1995,3,3,288.02091,14.870907653813276,0.31646,0.00000
1995,3,8,287.96078,14.810781510302661,0.31888,0.00000
1995,3,13,287.88674,14.736739143383602,0.33968,0.00000
1995,3,18,288.26630,15.116300881469499,0.29244,0.00000
1995,3,23,288.24500,15.09500082599402,0.27754,0.00000
1995,3,28,288.47192,15.321924863537049,0.29149,0.00000
1995,4,3,288.63624,15.486237055651998,0.29812,0.00000
1995,4,8,289.33798,16.187976163506505,0.28386,0.00000
1995,4,13,289.69825,16.548250823987075,0.28946,0.00000
1995,4,18,289.51665,16.366645188407063,0.29316,0.00000
1995,4,23,289.47967,16.3296729987685,0.32796,0.00000
1995,4,28,289.64018,16.49018049722224,0.29739,0.00000
1995,5,3,290.89074,17.740744221976684,0.32206,0.00000
1995,5,8,291.69224,18.542240091398355,0.29144,0.00000
1995,5,13,291.05253,17.90253155873222,0.34212,0.00000
1995,5,18,291.37798,18.227980696866666,0.32152,0.00000
1995,5,23,291.38689,18.236886554483533,0.35265,0.00000
1995,5,28,292.65130,19.501304234616555,0.29467,0.00000
1995,6,3,293.07971,19.929705423592054,0.35498,0.00000
1995,6,8,292.99556,19.84555911903476,0.40415,0.00000
1995,6,13,294.05342,20.90341620641027,0.42610,0.00000
1995,6,18,295.30356,22.153563685946665,0.38162,0.00000
1995,6,23,295.91394,22.763944669845046,0.37990,0.00000
1995,6,28,295.27965,22.129653483309482,0.39889,0.00000
1995,7,3,296.11896,22.96895975489258,0.36195,0.00000
1995,7,8,296.59000,23.440002233743883,0.38094,0.00000
1995,7,13,297.57380,24.42380257748613,0.35418,0.00000
1995,7,18,298.43070,25.280696401081343,0.36103,0.00000
1995,7,23,299.15061,26.000608168120436,0.35538,0.00000
1995,7,28,299.73459,26.584591883485132,0.35963,0.00000
1995,8,3,300.12333,26.9733282420097,0.35064,0.00000
1995,8,8,300.21757,27.06757160775237,0.37737,0.00000
1995,8,13,299.74696,26.596957881989965,0.37770,0.00000
1995,8,18,299.85803,26.70803499576766,0.37648,0.00000
1995,8,23,299.74760,26.59759650018657,0.41162,0.00000
1995,8,28,299.48423,26.334226650161895,0.39764,0.00000
1995,9,3,298.87688,25.72687631236846,0.35603,0.00000
1995,9,8,298.22819,25.07819094455664,0.29165,0.00000
1995,9,13,298.00301,24.853010366208366,0.30063,0.00000
1995,9,18,297.52938,24.37938470477178,0.32203,0.00000
1995,9,23,296.64578,23.495783484317144,0.31552,0.00000
1995,9,28,295.59853,22.4485344237047,0.30219,0.00000
1995,10,3,295.75122,22.601224313118223,0.30933,0.00000
1995,10,8,295.62512,22.475124797594617,0.32314,0.00000
1995,10,13,295.47472,22.32471854399796,0.32806,0.00000
1995,10,18,295.30767,22.157670414157337,0.31195,0.00000
1995,10,23,295.06429,21.91428655311256,0.30615,0.00000
1995,10,28,295.00255,21.8525462914983,0.30136,0.00000
1995,11,3,294.69286,21.54286011265549,0.30410,0.00000
1995,11,8,293.92650,20.776503137759846,0.31523,0.00000
1995,11,13,293.38301,20.233012058623046,0.32193,0.00000
1995,11,18,292.83978,19.689780567472837,0.40365,0.00000
1995,11,23,292.79437,19.64437058442553,0.37530,0.00000
1995,11,28,292.12814,18.978144569213782,0.30370,0.00000
1995,12,3,291.63015,18.480151223756195,0.30572,0.00000
1995,12,8,290.99424,17.8442368536725,0.25118,0.00000
1995,12,13,290.57535,17.425353301504856,0.24829,0.00000
1995,12,18,290.25841,17.10841184167549,0.21982,0.00000
1995,12,23,290.02654,16.876537939184516,0.28629,0.00000
1995,12,28,289.75606,16.606062699532572,0.22183,0.00000
1996,1,3,289.45338,16.3033833624134,0.24860,0.00000
1996,1,8,289.27534,16.125336164424198,0.22173,0.00000
1996,1,13,288.83605,15.686052749566954,0.26485,0.00000
1996,1,18,288.60922,15.459216140221372,0.30700,0.00000
1996,1,23,288.44158,15.291583060207131,0.26398,0.00000
1996,1,28,288.42789,15.277888667349828,0.29337,0.00000
1996,2,3,288.24646,15.096464641077148,0.22777,0.00000
1996,2,8,287.73277,14.582773108461197,0.21842,0.00000
1996,2,13,287.73462,14.584621488419998,0.22433,0.00000
1996,2,18,287.40663,14.256628885766474,0.21812,0.00000
1996,2,23,287.31705,14.167050397866603,0.22192,0.00000
1996,2,27,287.22278,14.072782554143373,0.25917,0.00000
1996,3,3,287.25325,14.103253024371668,0.32559,0.00000
1996,3,8,287.32288,14.172883253795419,0.38739,0.00000
1996,3,13,287.52316,14.37316277910196,0.37966,0.00000
1996,3,18,287.37042,14.220423428934907,0.30470,0.00000
1996,3,23,287.90103,14.751030244946037,0.32552,0.00000
1996,3,28,288.31019,15.160192923365514,0.32832,0.00000
1996,4,3,288.42358,15.273580023655427,0.38624,0.00000
1996,4,8,288.82837,15.678366395261435,0.32193,0.00000
1996,4,13,289.69318,16.543183943933343,0.33360,0.00000
1996,4,18,289.55475,16.404753744829293,0.33147,0.00000
1996,4,23,289.17574,16.025744750329977,0.64268,0.00000
1996,4,28,289.73682,16.586823578637507,0.52063,0.00000
1996,5,3,290.09218,16.942184119289266,0.35022,0.00000
1996,5,8,290.92686,17.776860025092105,0.39250,0.00000
1996,5,13,291.04394,17.893943042642718,0.34216,0.00000
1996,5,18,291.34915,18.199153782215035,0.31540,0.00000
1996,5,23,292.34376,19.19376228781266,0.29944,0.00000
1996,5,28,293.35696,20.20695671249763,0.33062,0.00000
1996,6,3,293.66867,20.518665317133582,0.38900,0.00000
1996,6,8,294.00734,20.857342163748285,0.35422,0.00000
1996,6,13,295.88164,22.73164493709845,0.37711,0.00000
1996,6,18,297.18942,24.039415254969356,0.36702,0.00000
1996,6,23,296.78841,23.6384096199821,0.41187,0.00000
1996,6,28,296.08773,22.93773254106395,0.35596,0.00000
1996,7,3,296.35234,23.20233584960323,0.34912,0.00000
1996,7,8,296.81587,23.66586714176816,0.36217,0.00000
1996,7,13,296.89396,23.743962302040927,0.34889,0.00000
1996,7,18,297.58639,24.43638695174684,0.34240,0.00000
1996,7,23,298.13033,24.980328538151127,0.34824,0.00000
1996,7,28,298.59043,25.440426201524133,0.38397,0.00000
1996,8,3,299.01608,25.86607714378448,0.35279,0.00000
1996,8,8,299.47899,26.328993077397172,0.35345,0.00000
1996,8,13,299.38406,26.23405934420174,0.37205,0.00000
1996,8,18,299.24631,26.09630860405639,0.34839,0.00000
1996,8,23,299.31071,26.160710341615925,0.35458,0.00000
1996,8,28,298.71309,25.56308688564411,0.45720,0.00000
1996,9,3,297.98596,24.83596480098612,0.33795,0.00000
1996,9,8,297.82393,24.673928703199863,0.45483,0.00000
1996,9,13,297.06712,23.917118729118727,0.41321,0.00000
1996,9,18,296.74654,23.596540565958094,0.34992,0.00000
1996,9,23,296.05065,22.90065063401579,0.31926,0.00000
1996,9,28,295.72908,22.57907885700729,0.29401,0.00000
1996,10,3,295.47212,22.322121512017304,0.30739,0.00000
1996,10,8,294.64863,21.498631126588066,0.44529,0.00000
1996,10,13,294.11970,20.969703415361096,0.39027,0.00000
1996,10,18,293.59193,20.441927113158386,0.30476,0.00000
1996,10,23,293.66702,20.51702206266856,0.31354,0.00000
1996,10,28,293.40356,20.253561629789033,0.32658,0.00000
1996,11,3,293.18337,20.03336714055655,0.29505,0.00000
1996,11,8,292.79646,19.646463373915196,0.35662,0.00000
1996,11,13,292.39710,19.24710300181465,0.43483,0.00000
1996,11,18,291.86317,18.713167254102757,0.40196,0.00000
1996,11,23,291.16345,18.013451314196516,0.35859,0.00000
1996,11,28,290.84594,17.695936534862312,0.31597,0.00000
1996,12,3,290.32963,17.17962962574643,0.23387,0.00000
1996,12,8,290.05183,16.90182765091913,0.37124,0.00000
1996,12,13,289.73236,16.582361460567427,0.26251,0.00000
1996,12,18,289.53806,16.388061988835716,0.20227,0.00000
1996,12,23,289.34492,16.194919308848682,0.20802,0.00000
1996,12,28,288.82075,15.670745878011587,0.34722,0.00000
1997,1,3,288.37023,15.220232889661702,0.27035,0.00000
1997,1,8,287.91004,14.760043130805798,0.25676,0.00000
1997,1,13,287.66337,14.51337134358431,0.20503,0.00000
1997,1,18,287.61903,14.469030429844565,0.24134,0.00000
1997,1,23,287.50572,14.355717175699397,0.41324,0.00000
1997,1,28,287.49821,14.348213647927935,0.25649,0.00000
1997,2,3,287.60353,14.453530192991366,0.26343,0.00000
1997,2,8,287.73394,14.58394204389765,0.19879,0.00000
1997,2,13,287.80058,14.650582295876802,0.20306,0.00000
1997,2,18,288.00756,14.857558050425666,0.20408,0.00000
1997,2,23,287.97428,14.824278545792026,0.20853,0.00000
1997,2,27,288.17136,15.021363867701723,0.19491,0.00000
1997,3,3,288.51368,15.363684326143755,0.28462,0.00000
1997,3,8,288.56747,15.41747341843461,0.28979,0.00000
1997,3,13,288.61367,15.463671787644273,0.27073,0.00000
1997,3,18,288.89592,15.745920596794463,0.27152,0.00000
1997,3,23,289.11866,15.968663017082179,0.28063,0.00000
1997,3,28,289.21299,16.062989675033066,0.28125,0.00000
1997,4,3,289.54732,16.397323013231926,0.27884,0.00000
1997,4,8,289.48134,16.33134474108465,0.49305,0.00000
1997,4,13,289.67934,16.529336003664525,0.28433,0.00000
1997,4,18,290.11946,16.96946416031409,0.40367,0.00000
1997,4,23,290.00853,16.858528994808808,0.30994,0.00000
1997,4,28,290.52855,17.378546022296348,0.29650,0.00000
1997,5,3,291.11560,17.965601975689935,0.28731,0.00000
1997,5,8,290.72998,17.579976113124246,0.28647,0.00000
1997,5,13,290.69070,17.540698525288974,0.49745,0.00000
1997,5,18,292.04986,18.899857730778024,0.40339,0.00000
1997,5,23,293.22865,20.07865192918115,0.29482,0.00000
1997,5,28,293.54014,20.39013567583754,0.31134,0.00000
1997,6,3,293.81488,20.664881420881272,0.38112,0.00000
1997,6,8,294.31108,21.161081308976236,0.38931,0.00000
1997,6,13,295.22431,22.074312980818036,0.44230,0.00000
1997,6,18,296.31893,23.168930383179372,0.46569,0.00000
1997,6,23,296.64722,23.497220174239885,0.36444,0.00000
1997,6,28,295.82711,22.67711098007851,0.36305,0.00000
1997,7,3,295.87171,22.721712392544305,0.37357,0.00000
1997,7,8,296.17089,23.020890309945514,0.36715,0.00000
1997,7,13,296.88756,23.73756299805848,0.55030,0.00000
1997,7,18,296.75604,23.60603731262853,0.34593,0.00000
1997,7,23,296.95408,23.80407758240233,0.38768,0.00000
1997,7,28,297.97951,24.82950991084772,0.35745,0.00000
1997,8,3,298.70849,25.558491142384185,0.34272,0.00000
1997,8,8,298.61839,25.468387482052606,0.50609,0.00000
1997,8,13,299.17388,26.023881594802788,0.35411,0.00000
1997,8,18,299.81389,26.663891309958046,0.40811,0.00000
1997,8,23,299.88043,26.73043240856032,0.37314,0.00000
1997,8,28,299.19415,26.044152831164638,0.35545,0.00000
1997,9,3,298.87563,25.72563137257771,0.31842,0.00000
1997,9,8,298.62953,25.479525138465533,0.28763,0.00000
1997,9,13,298.63225,25.482248002363065,0.32561,0.00000
1997,9,18,298.31182,25.161823313255297,0.30982,0.00000
1997,9,23,298.26411,25.114106728042145,0.29505,0.00000
1997,9,28,297.82137,24.671365457510888,0.34511,0.00000
1997,10,3,298.02010,24.87009635884374,0.29073,0.00000
1997,10,8,297.69249,24.54249218464247,0.30721,0.00000
1997,10,13,297.37775,24.227753877017676,0.30553,0.00000
1997,10,18,296.44516,23.29515817657824,0.33746,0.00000
1997,10,23,296.17338,23.023379514558997,0.39392,0.00000
1997,10,28,295.36963,22.219634805849864,0.35014,0.00000
